config_id,model_valid,window_start,window_end,W,representation,grouping_method,total_nnz,regular_slots,anchor_slots,anchor_true_nnz,anchor_holes,sparse_additions,support_metadata_bits,value_bytes,total_transfer_bytes,byte_ratio_to_dense,byte_ratio_to_independent,byte_ratio_to_phase0,byte_ratio_to_delta_v1,metadata_ratio_to_full_bitmap,analytical_proxy_speedup_rho1_10,analytical_proxy_speedup_rho1_25,analytical_proxy_speedup_rho1_50,replay_amplification,independently_decodable,exact_decode_pass
pubmed_deepres28_w128,False,4,7,4,R2_CHAIN_GAP,window_cost_cluster,4933304,0,0,0,0,4933304,5465973,19733216,20592448,0.5099612643911345,0.76540105667056,0.9242199236511853,0.9907653746197145,0.5414479137609677,1.7900101022481618,1.5781431840763553,1.3181203527631662,1.5548261947140976,False,True
pubmed_deepres28_w128,False,4,7,4,R3_MOSAIC_ANCHOR,window_cost_cluster,4933304,4129000,4129000,4129000,0,804304,7574278,19733216,20849472,0.5163263300704976,0.7749543861819271,0.9357555459170044,1.0031315818645383,0.7502922208627073,1.9225346182020346,1.8783775062448491,1.8091237218785783,1.0,True,True
pubmed_deepres28_w128,False,8,11,4,R0_INDEPENDENT,window_cost_cluster,4561573,0,0,0,0,4561573,10173972,18246292,25447616,0.6301969746918903,1.0,1.2249846730192766,1.3291226404687808,1.0078125,0.982873623091289,0.982873623091289,0.982873623091289,1.0,True,True
pubmed_deepres28_w128,False,8,11,4,R1_DELTA_V1,window_cost_cluster,4561573,3766820,3766820,3674840,91980,886733,2315376,18246292,19146176,0.47414509053101384,0.752376018248625,0.9216490907018371,1.0,0.229356329563321,1.9092453101969626,1.8575395060597872,1.7773178865197865,1.0,False,True
pubmed_deepres28_w128,False,8,11,4,R2_CHAIN_GAP,window_cost_cluster,4561573,0,0,0,0,4561573,4584839,18246292,18988288,0.4702350763300705,0.7461715863678546,0.9140487567431013,0.9917535491160219,0.45416461286580107,1.7925887201779598,1.580147170608867,1.319518076262238,1.5048982090756076,False,True
pubmed_deepres28_w128,False,8,11,4,R3_MOSAIC_ANCHOR,window_cost_cluster,4561573,4128044,4128044,4128044,0,433529,5507985,18246292,19104064,0.4731022087538672,0.750721167751038,0.9196219242061549,0.9978005007370663,0.545609535077598,1.9448236170416007,1.9182319159519625,1.875492365400423,1.0,True,True
pubmed_deepres28_w128,False,12,15,4,R0_INDEPENDENT,window_cost_cluster,4286383,0,0,0,0,4286383,10173972,17145532,24924352,0.6172386138864939,1.0,1.274184418975203,1.3875031619750675,1.0078125,0.9817941107924141,0.9817941107924141,0.9817941107924141,1.0,True,True
pubmed_deepres28_w128,False,12,15,4,R1_DELTA_V1,window_cost_cluster,4286383,3607784,3607784,3526667,81117,759716,2028248,17145532,17963456,0.44485564487498097,0.7207190782733288,0.9183290199940453,1.0,0.20091402723538063,1.9156318665087464,1.8680627510148458,1.7938222031575313,1.0,False,True
pubmed_deepres28_w128,False,12,15,4,R2_CHAIN_GAP,window_cost_cluster,4286383,0,0,0,0,4286383,4056339,17145532,17822912,0.4413751458132576,0.7150802556471679,0.9111441200624262,0.9921761157763851,0.4018125023773901,1.7940653510902584,1.5812944344820503,1.3203179969429946,1.390330048844537,False,True
pubmed_deepres28_w128,False,12,15,4,R3_MOSAIC_ANCHOR,window_cost_cluster,4286383,4009980,4009980,4009980,0,276403,4512442,17145532,17872704,0.44260821879596285,0.7170779806030664,0.91368959007463,0.9949479654694509,0.4469931166632855,1.9552301873703553,1.9369145766967544,1.9071393763619717,1.0,True,True
